renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
,50.3,Казань,4,7.5,1,2,10,Кирпично-монолитный,0,6799956.399999999
косметический,45.0,Казань,4,4.8,1,2,5,Кирпичный,0,6899985.0
,41.7,Казань,5,6.0,1,2,5,Кирпичный,0,6699980.7
косметический,45.0,Казань,14,8.0,0,2,20,Кирпично-монолитный,1,6998985.0
,43.8,Казань,5,7.0,1,2,5,Кирпичный,0,6699998.399999999
,42.2,Казань,5,12.3,1,2,10,Кирпичный,0,6998996.600000001
,43.4,Казань,5,5.6,1,2,5,Панельный,0,6599968.2
Под чистовой ремонт,42.14,Казань,11,10.0,0,2,23,Монолитный,1,6999959.68
Требуется,44.2,Казань,12,5.7,1,2,19,Кирпичный,0,6999998.2
,43.5,Казань,3,7.8,1,2,5,Кирпичный,0,6599994.0
Требует ремонта,42.7,Казань,5,9.1,1,2,10,Кирпичный,1,6799975.0
,45.6,Казань,4,6.0,1,2,5,Панельный,0,6589975.2
,48.0,Казань,9,9.5,0,2,19,Панельный,0,6998976.0
,53.7,Казань,6,10.1,1,2,9,Кирпичный,1,7689947.4
,49.2,Казань,1,13.5,1,2,10,Блочный,0,6899955.600000001
Косметический,52.8,Казань,1,8.2,1,2,6,Кирпичный,0,6699950.399999999
,50.8,Казань,1,8.2,1,2,6,Кирпичный,0,6819950.8
Косметический,50.0,Казань,4,6.0,0,2,5,Кирпичный,0,6550000.0
Косметический,53.9,Казань,6,9.5,1,2,9,Панельный,1,7499969.399999999
Требуется,50.6,Казань,2,8.7,1,2,10,Иные,1,6849975.0
Требуется,46.0,Казань,1,6.0,1,2,5,Иные,0,6749994.0
,46.9,Казань,2,5.8,0,2,5,Панельный,0,6799984.1
,43.4,Казань,2,9.0,1,2,5,Кирпичный,0,6998987.8
,41.4,Казань,3,9.0,1,2,10,Панельный,0,6599988.0
Косметический,43.8,Казань,2,5.7,1,2,5,Иные,0,6699998.399999999
Без ремонта,40.0,Казань,1,0.0,0,2,5,Иные,0,6830000.0
Требует ремонта,46.52,Казань,5,10.5,1,2,10,Кирпичный,1,7149984.44
,42.7,Казань,7,7.5,1,2,9,Панельный,1,7489964.300000001
,50.7,Казань,3,9.0,1,2,9,Панельный,1,6499993.5
Косметический,56.2,Казань,3,10.7,1,2,9,Монолитный,1,7199950.600000001
,39.0,Казань,1,6.0,0,2,5,Блочный,0,6749964.0
Дизайнерский,46.1,Казань,2,5.0,1,2,5,Панельный,0,6849999.0
косметический,52.3,Казань,2,8.2,1,2,9,Панельный,1,6999988.899999999
,53.0,Казань,8,10.0,0,2,9,Панельный,0,7998972.0
,48.5,Казань,2,6.2,1,2,5,Кирпичный,0,7299977.5
,55.7,Казань,1,10.0,1,2,10,Кирпичный,0,7589960.5
,55.8,Казань,9,10.0,1,2,10,Кирпично-монолитный,0,7449969.6
,47.3,Казань,1,9.1,1,2,6,Кирпичный,0,7349994.3
Косметический,58.1,Казань,1,10.1,1,2,7,Монолитный,0,7299974.5
,45.2,Казань,3,6.0,1,2,5,Кирпичный,0,7099970.800000001
Косметический,45.1,Казань,4,5.4,1,2,5,Иные,1,6909996.5
,39.0,Казань,8,8.2,1,2,9,Кирпичный,1,7889973.0
Косметический,65.6,Казань,1,9.7,0,3,9,Панельный,0,7189956.8
косметический,43.5,Казань,2,5.6,0,2,5,Кирпичный,0,6899970.0
,45.9,Казань,4,6.0,0,2,5,Панельный,0,6899963.399999999
,48.7,Казань,9,8.0,1,2,10,Кирпичный,0,7619991.600000001
,46.0,Казань,1,6.0,0,2,5,Панельный,0,6929992.0
Частичный ремонт,65.4,Казань,1,9.6,0,3,7,Монолитный,0,7199951.4
Требует ремонта,62.6,Казань,1,8.5,0,3,9,Панельный,1,7199876.4
,65.6,Казань,1,9.7,1,3,9,Панельный,0,7199993.6
косметический,67.9,Казань,1,10.0,0,3,9,Панельный,1,7189998.9
,49.3,Казань,9,8.0,1,2,9,Панельный,1,7749960.0
,66.1,Казань,2,7.5,0,3,9,Иные,0,6999989.999999999
Требует ремонта,62.5,Казань,1,8.4,1,3,9,Панельный,1,7099000.0
,55.0,Казань,4,20.0,1,2,17,Панельный,0,7499965.0
,67.3,Казань,5,8.7,0,2,10,Панельный,1,7299963.699999999
,64.7,Казань,1,8.0,1,3,9,Блочный,0,6899996.2
косметический,50.3,Казань,3,9.2,1,2,9,Панельный,1,7499981.5
косметический,61.3,Казань,3,8.2,0,3,9,Кирпичный,1,6999969.6
,50.0,Казань,5,9.3,1,2,19,Монолитный,0,7500000.0
Без ремонта,64.8,Казань,2,7.0,2,3,9,Панельный,1,6959973.6
Косметический,64.0,Казань,3,8.0,0,3,9,Иные,0,6998976.0
Косметический,64.4,Казань,2,7.7,1,3,16,Блочный,2,6849970.4
косметический,51.7,Казань,4,6.7,1,3,9,Кирпичный,1,6898951.4
косметический,45.0,Казань,10,8.0,1,2,18,Монолитный,1,7299990.0
Косметический,56.4,Казань,9,6.2,0,3,10,Кирпичный,0,6799978.8
косметический,43.5,Казань,2,5.7,1,2,19,Кирпичный,1,7449984.0
,60.9,Казань,8,9.0,1,3,9,Кирпичный,1,6799972.2
косметический,56.9,Казань,4,5.4,1,3,5,Панельный,0,6779976.399999999
,58.0,Казань,12,0.0,0,2,18,Кирпичный,0,7299996.0
Косметический,60.0,Казань,7,6.7,1,3,9,Кирпичный,1,6589980.0
Косметический,60.0,Казань,6,6.5,0,3,9,Кирпичный,1,6639960.0
,51.6,Казань,1,7.9,1,2,20,Монолитный,0,7298974.8
,69.0,Казань,6,9.6,1,3,7,Панельный,0,6699969.0
косметический,61.2,Казань,13,12.2,1,2,18,Монолитный,1,7299997.2
Косметический,57.7,Казань,5,6.0,0,3,5,Кирпичный,0,6789962.9
,55.0,Казань,5,6.0,1,3,5,Кирпичный,0,6399965.0
,61.1,Казань,7,4.0,1,3,9,Кирпичный,1,6499940.2
Требует ремонта,64.7,Казань,1,9.6,0,3,9,Панельный,1,6579990.0
,52.6,Казань,6,17.5,1,3,9,Панельный,1,6489998.4
Косметический,64.0,Казань,13,12.5,0,2,18,Монолитно-кирпичный,0,7299968.0
,55.3,Казань,4,6.0,1,3,5,Кирпичный,0,6648995.5
,65.8,Казань,7,6.0,1,4,9,Панельный,1,6499987.199999999
,60.9,Казань,1,8.2,0,3,10,Иные,0,6399981.0
Требуется,60.9,Казань,4,9.0,1,3,9,Иные,0,6399981.0
,57.9,Казань,7,6.0,1,3,9,Кирпичный,0,6299983.2
,58.3,Казань,3,6.0,1,3,5,Панельный,0,6519980.5
,64.9,Казань,2,6.0,1,4,5,Кирпичный,0,6449956.7
косметический,59.0,Казань,3,6.0,1,3,5,Панельный,0,6499971.0
,58.1,Казань,4,6.0,0,3,5,Иные,0,6499995.600000001
косметический,60.9,Казань,5,8.6,1,3,9,Панельный,1,6249984.3
Косметический,61.0,Казань,4,6.0,1,3,5,Кирпичный,0,6499977.0
,55.0,Казань,1,6.0,0,3,5,Кирпичный,0,6429995.0
Требуется,60.0,Казань,3,7.2,1,3,5,Смешанные,0,6259980.0
Косметический,62.0,Казань,2,7.2,1,4,5,Иные,0,6200000.0
Косметический,58.2,Казань,1,5.8,0,3,5,Кирпичный,0,6299975.4
,60.0,Казань,3,6.0,1,3,5,Панельный,0,6399960.0
,59.8,Казань,2,6.9,1,3,5,Панельный,0,6199944.399999999
,58.3,Казань,1,5.7,0,3,5,Панельный,0,6239965.6
Косметический,63.0,Казань,2,6.0,1,3,5,Кирпичный,0,6199956.0
Косметический,58.3,Казань,2,6.0,1,3,5,Панельный,0,6189944.199999999
Косметический,56.6,Казань,2,5.5,1,3,5,Панельный,0,6289958.0
Требуется,59.6,Казань,3,6.0,0,3,5,Иные,0,6199949.600000001
,49.9,Казань,2,5.5,0,3,5,Кирпичный,0,5999976.0
косметический,58.7,Казань,3,5.8,1,3,5,Панельный,0,5998963.9
,51.4,Казань,5,0.0,0,3,5,Панельный,0,5949961.2
Косметический,60.3,Казань,3,6.0,1,3,5,Панельный,0,6149997.0
Косметический,64.6,Казань,2,7.9,0,3,3,Кирпичный,0,6199984.999999999
,55.5,Казань,1,6.0,0,3,5,Кирпичный,0,6099949.5
Требует ремонта,63.4,Казань,4,5.5,1,3,5,Панельный,0,5969997.6
косметический,56.9,Казань,4,5.5,1,3,5,Панельный,0,5699957.5
,57.0,Казань,5,5.0,1,3,5,Кирпичный,0,5719950.0
,58.1,Казань,4,6.0,1,3,5,Панельный,0,5999987.0
Косметический,61.3,Казань,1,6.1,0,3,5,Кирпичный,0,5998940.6
,57.1,Казань,3,6.2,1,3,5,Кирпичный,0,5499986.2
Требует ремонта,53.0,Казань,4,6.2,1,3,5,Кирпичный,0,5598973.0
,54.4,Казань,5,5.0,0,3,5,Иные,0,5499948.8
Косметический,58.2,Казань,1,6.2,0,3,2,Кирпичный,0,5899966.800000001
,57.8,Казань,4,6.0,1,3,5,Кирпичный,0,5849995.8
косметический,52.4,Казань,2,5.3,0,3,2,Кирпичный,0,5298950.0
,55.9,Казань,3,5.0,1,3,5,Кирпичный,0,5499945.1
,53.0,Казань,4,0.0,0,3,5,Кирпичный,0,5499969.0
,51.3,Казань,1,5.7,0,3,5,Кирпичный,0,5549993.1
,58.6,Казань,2,6.0,0,3,5,Панельный,0,5604972.8
,47.1,Казань,3,0.0,1,2,3,Кирпичный,0,5199981.3
Требуется,56.3,Казань,1,6.0,1,3,5,Панельный,0,5249975.0
Косметический,56.6,Казань,3,6.0,1,3,5,Кирпичный,0,5499991.8
,58.7,Казань,4,6.0,1,3,5,Панельный,0,5699946.100000001
,58.4,Казань,5,6.0,1,3,5,Кирпичный,0,5349965.6
,50.6,Казань,5,5.7,0,3,5,Кирпичный,0,5499967.0
,59.9,Казань,2,5.0,1,3,2,Панельный,0,5099945.899999999
Косметический,58.0,Казань,1,6.0,1,3,5,Смешанные,0,4999948.0
Косметический,57.5,Казань,3,6.0,1,3,5,Кирпичный,0,5548980.0
,67.4,Казань,1,9.8,0,3,5,Кирпичный,0,5199977.4
,63.0,Казань,4,5.3,0,3,5,Кирпичный,0,5199957.0
Косметический,60.0,Казань,5,8.0,1,3,5,Панельный,0,5499000.0
косметический,60.0,Казань,2,5.0,0,3,2,Кирпичный,0,4929960.0
косметический,43.2,Казань,2,5.2,1,2,2,Кирпичный,0,4999968.0
,56.7,Казань,2,6.0,1,3,5,Кирпичный,0,4776975.0
косметический,61.7,Казань,5,5.5,1,3,5,Кирпичный,0,4998995.7
,54.0,Казань,2,5.0,1,3,2,Кирпичный,0,5199984.0
,56.5,Казань,1,5.5,0,3,5,Кирпичный,0,5299982.5
,57.4,Казань,1,5.0,1,3,5,Панельный,0,5549948.6
,58.0,Казань,1,6.0,0,3,5,Кирпичный,0,4589946.0
,57.6,Казань,1,6.0,0,3,5,Кирпичный,0,4689964.8
,56.8,Казань,2,7.0,0,3,2,Кирпичный,0,4999990.399999999
,57.6,Казань,2,7.0,1,3,5,Кирпичный,0,5549990.4
Косметический,60.0,Казань,1,8.0,0,3,5,Кирпичный,0,5799960.0
Косметический,59.0,Казань,2,6.0,1,3,5,Кирпичный,0,5499980.0
Требуется,58.7,Казань,3,5.8,1,3,5,Иные,0,5789991.9
Требует ремонта,64.2,Казань,2,6.4,0,3,3,Кирпичный,0,5799956.4
Косметический,66.3,Казань,1,9.0,1,3,3,Кирпичный,0,5449992.6
косметический,47.6,Казань,2,9.5,0,2,2,Кирпичный,0,4799984.0
,58.6,Казань,1,6.5,1,3,2,Кирпичный,0,4799984.600000001
косметический,57.8,Казань,3,5.4,1,3,5,Панельный,0,5619951.8
,63.1,Казань,3,7.6,1,3,3,Кирпичный,0,5599998.8
косметический,52.4,Казань,1,5.9,0,3,2,Кирпичный,0,4798949.2
косметический,60.7,Казань,2,8.3,1,2,2,Кирпичный,0,4699940.3
,40.9,Казань,1,6.0,0,2,2,Кирпичный,0,4599982.1
косметический,63.1,Казань,3,7.6,1,3,3,Панельный,0,5599998.8
,56.1,Казань,3,5.8,1,3,5,Панельный,0,5449946.7
Косметический,60.0,Казань,3,6.0,1,3,5,Панельный,0,5790000.0
,49.5,Казань,1,6.0,0,2,2,Кирпичный,0,4499995.5
Требуется,51.2,Казань,1,7.1,0,2,2,Кирпичный,0,4499968.0
,58.0,Казань,4,6.0,1,3,5,Кирпичный,0,5699950.0
Требует ремонта,58.6,Казань,5,5.8,1,3,5,Кирпичный,0,5599991.8
,50.5,Казань,2,8.0,0,2,3,Кирпичный,0,4488995.5
Дизайнерский,45.4,Казань,1,6.7,0,2,2,Кирпичный,0,4299970.2
,57.1,Казань,1,6.9,0,3,5,Панельный,0,5899971.7
Косметический,40.5,Казань,1,5.8,0,2,3,Кирпичный,0,4299966.0
Косметический,56.8,Казань,5,5.9,0,3,5,Иные,0,5899986.399999999
,58.7,Казань,4,5.0,1,3,5,Панельный,0,5798973.0
,53.0,Казань,2,5.5,1,2,3,Кирпичный,0,4299996.0
,43.0,Казань,2,6.0,0,2,2,Кирпичный,0,4199982.0
Требует ремонта,55.0,Казань,5,7.0,1,3,5,Кирпичный,0,5699980.0
Косметический,47.1,Казань,2,5.6,1,2,5,Кирпичный,0,3999967.5
,40.1,Казань,4,5.6,1,2,5,Панельный,0,4099984.4000000004
Косметический,42.9,Казань,3,5.3,1,2,5,Кирпичный,0,4099995.9
Косметический,47.1,Казань,4,6.0,1,2,5,Кирпичный,0,4199954.100000001
Частичный ремонт,58.7,Казань,4,7.5,1,3,5,Блочный,0,5949949.4
Косметический,53.0,Казань,3,7.0,1,2,3,Кирпичный,0,3789977.0
косметический,44.1,Казань,1,5.1,0,2,2,Кирпичный,0,3999958.2
косметический,47.1,Казань,4,7.0,1,2,5,Кирпичный,0,4099960.8000000003
Отсутствует,43.1,Казань,5,8.0,1,2,5,Кирпичный,0,4184966.9
Косметический,42.0,Казань,5,8.0,1,2,5,Кирпичный,0,4199874.0
косметический,52.7,Казань,3,8.0,0,2,3,Кирпичный,0,3699961.6
косметический,56.8,Казань,4,5.3,1,3,5,Кирпичный,0,5749977.6
,56.4,Казань,3,5.8,1,3,5,Панельный,0,5949974.399999999
косметический,58.7,Казань,3,5.8,1,3,5,Панельный,0,5789991.9
,48.1,Казань,3,5.8,1,3,5,Панельный,0,5949970.0
,50.6,Казань,3,5.8,1,3,5,Кирпичный,0,6199967.4
,60.2,Казань,2,6.0,1,3,5,Кирпичный,0,6198974.600000001
,57.8,Казань,2,6.0,1,3,5,Панельный,0,6499956.8
,65.7,Казань,9,10.0,1,3,9,Панельный,1,6349970.7
,60.9,Казань,4,10.0,1,3,9,Панельный,0,6199985.399999999
Косметический,60.2,Казань,5,6.0,1,3,5,Панельный,0,6149971.800000001
,52.2,Казань,4,6.0,0,3,5,Кирпичный,0,6197967.0
Хороший,59.1,Казань,8,14.8,1,3,9,Кирпичный,1,6499995.3
Косметический,58.0,Казань,1,6.0,1,3,5,Панельный,0,6499944.0
,65.7,Казань,9,8.5,1,3,9,Кирпичный,0,6299973.0
Косметический,62.0,Казань,4,6.0,1,3,5,Панельный,0,5999988.0
косметический,59.0,Казань,9,15.0,1,3,10,Кирпичный,1,6499971.0
Косметический,58.9,Казань,4,6.0,1,3,5,Панельный,0,6299944.0
,59.5,Казань,1,5.8,1,3,5,Кирпичный,0,6499958.5
Требуется,60.1,Казань,2,6.5,0,3,12,Панельный,1,6099969.7
косметический,50.6,Казань,5,6.0,1,3,5,Кирпичный,0,6299953.0
косметический,42.9,Казань,5,6.0,1,3,5,Кирпичный,0,5889998.399999999
Косметический,62.0,Казань,4,5.0,0,3,5,Панельный,0,6689986.0
,59.0,Казань,4,5.0,1,3,5,Панельный,0,6699981.0
,61.4,Казань,2,9.5,1,3,9,Панельный,0,6489980.0
Косметический,58.6,Казань,4,5.0,1,3,5,Монолитный,0,6599942.2
,43.5,Казань,2,15.0,0,2,20,Кирпичный,1,7289991.0
,65.5,Казань,9,7.9,1,3,9,Кирпичный,1,6698947.0
,61.0,Казань,2,8.0,1,3,5,Кирпичный,0,6699996.0
,60.2,Казань,5,7.9,1,3,9,Кирпичный,0,6998972.4
,69.9,Казань,1,8.6,0,3,9,Иные,0,6998947.2
,46.6,Казань,6,7.0,0,2,10,Кирпичный,1,7499990.4
Требуется,45.1,Казань,3,10.0,0,2,6,Кирпичный,0,7799999.9
Косметический,57.8,Казань,2,6.0,1,3,5,Панельный,0,6498974.199999999
,65.3,Казань,7,7.7,0,3,9,Панельный,1,6999964.1
,51.6,Казань,1,9.11,0,2,11,Кирпично-монолитный,0,7769979.600000001
Косметический,60.0,Казань,1,7.0,0,3,5,Панельный,0,6589980.0
,54.03,Казань,6,0.0,1,2,12,Панельный,0,7889946.87
,47.0,Казань,4,8.1,1,2,19,Кирпичный,0,7799979.0
,56.0,Казань,5,8.0,1,2,10,Панельный,0,7499968.0
Косметический,71.0,Казань,3,11.8,0,2,15,Монолитный,0,7699950.0
,73.1,Казань,3,0.0,0,2,15,Монолитный,0,7599987.699999999
Требует ремонта,47.4,Казань,13,8.0,1,2,19,Кирпично-монолитный,1,7599973.8
Требуется,53.7,Казань,6,9.4,1,2,10,Кирпичный,0,7299978.0
,68.2,Казань,3,10.0,0,2,16,Кирпичный,1,7649994.0
косметический,68.4,Казань,3,10.1,1,2,16,Кирпичный,1,7649992.800000001
косметический,48.4,Казань,15,10.06,1,2,19,Монолитный,1,7499967.2
,70.7,Казань,4,0.0,0,2,5,Иные,0,7599967.2
,53.64,Казань,12,9.42,1,2,19,Панельный,0,7598964.24
,48.0,Казань,5,9.0,0,2,10,Железобетон,0,7089984.0
косметический,51.2,Казань,6,10.4,0,2,9,Панельный,1,7949977.600000001
,58.0,Казань,11,12.6,0,2,14,Железобетон,0,7599972.0
,64.1,Казань,10,11.7,0,2,16,Кирпично-монолитный,0,7499956.399999999
,44.3,Казань,8,10.0,1,2,12,Монолитный,0,6989964.1
,46.6,Казань,6,8.1,1,2,10,Кирпичный,0,7899958.2
Косметический,64.4,Казань,12,12.0,0,2,16,Панельный,0,7499959.600000001
,44.3,Казань,8,10.0,1,2,12,Монолитный,0,6699976.3
,52.0,Казань,5,9.0,1,2,5,Панельный,0,7899996.0
,54.7,Казань,7,7.9,1,2,9,Панельный,1,7899992.800000001
Косметический,71.0,Казань,1,9.7,2,3,10,Панельный,1,7299936.0
Дизайнерский,61.5,Казань,1,14.5,0,2,10,Кирпичный,1,7898998.5
Без ремонта,49.7,Казань,2,6.0,1,2,5,Кирпичный,0,8349997.600000001
Косметический,54.5,Казань,8,8.1,1,2,9,Кирпичный,1,8489955.5
,53.6,Казань,2,10.0,1,2,10,Блочный,0,6499964.8
косметический,65.5,Казань,2,13.0,1,2,14,Кирпичный,1,7749960.0
,41.0,Казань,1,0.0,0,2,7,Кирпичный,0,6498992.0
Косметический,54.0,Казань,12,8.9,1,2,13,Панельный,0,7749972.0
,51.7,Казань,1,12.7,1,1,10,Кирпичный,0,7899966.800000001
,43.0,Казань,10,15.5,1,2,10,Кирпичный,0,8498993.0
Косметический,55.0,Казань,9,11.8,1,2,10,Кирпичный,0,8398995.0
,57.3,Казань,3,8.0,1,2,9,Кирпичный,0,8199973.8
Косметический,65.5,Казань,13,10.4,0,2,16,Монолитный,0,7649941.5
Косметический,51.0,Казань,10,12.8,0,1,10,Кирпичный,0,7799991.0
,64.4,Казань,12,11.8,1,2,16,Панельный,0,7649947.200000001
Требуется,41.0,Казань,2,10.0,1,1,8,Кирпичный,0,6499976.0
косметический,52.6,Казань,2,9.1,0,2,10,Панельный,1,8099979.2
косметический,65.0,Казань,15,12.0,0,2,16,Панельный,1,7598955.0
,44.0,Казань,10,15.0,1,1,14,Кирпичный,0,7799968.0
Дизайнерский,33.0,Казань,3,8.0,1,1,10,Панельный,1,7689990.0
,39.3,Казань,1,10.9,1,1,10,Кирпичный,0,6499984.199999999
,33.1,Казань,3,8.0,1,1,11,Панельный,0,7714981.100000001
,64.1,Казань,8,11.8,1,2,16,Панельный,0,7599952.399999999
,38.0,Казань,9,0.0,0,1,17,Кирпичный,2,7699978.0
Косметический,50.0,Казань,3,5.8,3,2,10,Панельный,0,8100000.0
,55.0,Казань,2,10.0,0,2,9,Панельный,0,7999970.0
,54.0,Казань,7,10.23,1,2,19,Монолитный,0,7579980.0
,56.2,Казань,7,11.0,1,2,14,Кирпичный,1,7599982.2
Требует ремонта,62.2,Казань,8,8.6,0,2,10,Панельный,0,8599958.6
,48.0,Казань,8,12.0,1,1,16,Кирпичный,1,7488960.0
,40.0,Казань,8,0.0,1,1,19,Кирпично-монолитный,0,7600000.0
,55.3,Казань,2,0.0,0,2,14,Кирпичный,0,7999974.5
Косметический,54.3,Казань,5,12.3,0,2,10,Кирпичный,0,7889952.899999999
Требует ремонта,59.58,Казань,9,17.32,0,2,15,Монолитный,1,8599955.94
,58.59,Казань,6,13.56,1,2,13,Монолитный,0,8399989.71
,43.86,Казань,4,10.0,0,2,9,Кирпичный,0,7899975.4799999995
,40.0,Казань,10,13.0,0,1,19,Монолитный,1,7599000.0
Требует ремонта,53.8,Казань,4,13.2,0,2,10,Кирпичный,1,7999952.399999999
,57.8,Казань,7,12.0,0,2,18,Иные,0,8499952.4
,54.7,Казань,9,8.8,1,2,16,Кирпичный,0,8649984.5
,53.0,Казань,5,12.0,1,2,9,Панельный,1,8349991.0
,52.3,Казань,7,14.2,1,2,10,Кирпичный,0,8299957.699999999
Косметический,56.5,Казань,6,9.2,0,2,10,Иные,1,8299963.0
косметический,58.5,Казань,2,10.0,1,2,17,Кирпичный,1,8649985.5
,50.5,Казань,9,8.4,1,2,20,Кирпичный,0,8599998.5
Косметический,45.5,Казань,5,5.3,1,2,5,Иные,1,8199964.5
,50.0,Казань,6,8.0,1,2,10,Блочный,0,8150000.0
,53.5,Казань,5,12.0,1,2,6,Кирпичный,0,8199998.5
Требует ремонта,53.2,Казань,2,20.58,0,2,19,Кирпично-монолитный,1,8499976.8
Требуется,42.7,Казань,4,5.6,1,2,5,Иные,0,8199979.9
,44.0,Казань,3,8.0,1,2,5,Кирпичный,1,7998980.0
,47.7,Казань,6,8.2,1,2,10,Кирпичный,0,7999957.800000001
,50.5,Казань,6,5.3,1,2,19,Кирпично-монолитный,0,8149993.0
Дизайнерский,71.6,Казань,6,14.7,0,2,9,Кирпичный,1,7999939.6
Дизайнерский,62.2,Казань,6,11.9,0,2,14,Иные,0,8499941.0
,44.8,Казань,5,5.8,1,2,5,Кирпичный,1,7899987.199999999
,44.0,Казань,5,6.0,1,2,5,Блочный,0,7999992.0
Косметический,66.5,Казань,6,8.4,0,3,9,Панельный,0,7989975.0
косметический,73.0,Казань,5,9.5,0,3,9,Кирпичный,0,7999997.0
Дизайнерский,43.3,Казань,5,7.0,1,2,5,Панельный,0,7899998.399999999
Требует ремонта,55.0,Казань,6,17.0,1,2,19,Панельный,1,7999970.0
,73.5,Казань,4,10.0,1,3,7,Кирпичный,0,7799967.0
,63.0,Казань,5,7.6,0,3,5,Кирпичный,0,7999992.0
,55.1,Казань,17,15.4,1,2,19,Кирпичный,0,7998977.2
Требует ремонта,61.8,Казань,4,5.0,1,2,19,Кирпичный,1,7999948.199999999
Косметический,65.8,Казань,9,7.7,1,3,9,Панельный,1,7899948.0
,64.9,Казань,7,9.0,0,3,9,Кирпичный,0,7999963.4
Косметический,64.1,Казань,8,7.9,2,3,9,Панельный,1,7999936.399999999
,54.0,Казань,19,10.0,1,2,20,Монолитный,0,7899984.0
косметический,69.0,Казань,8,9.0,2,3,9,Панельный,1,7799967.0
Косметический,63.5,Казань,2,7.2,2,3,9,Панельный,0,7799959.0
,63.8,Казань,6,10.1,0,3,9,Панельный,0,7699958.199999999
Косметический,65.2,Казань,9,8.0,0,3,9,Панельный,0,7999974.800000001
Хороший,69.0,Казань,8,9.0,1,3,9,Панельный,1,7989993.0
косметический,66.7,Казань,2,7.4,0,3,9,Панельный,1,7689976.4
,63.7,Казань,8,9.2,1,3,9,Кирпичный,1,7598964.100000001
,71.6,Казань,6,10.0,1,3,9,Кирпичный,0,7449979.999999999
,65.7,Казань,6,8.0,1,3,9,Панельный,0,7499983.5
Косметический,66.8,Казань,10,8.4,2,3,10,Панельный,1,7649936.0
,70.0,Казань,1,8.0,1,3,9,Панельный,1,7499940.0
Косметический,65.7,Казань,3,7.9,1,3,9,Панельный,0,7249995.0
Без ремонта,59.7,Казань,8,7.0,1,3,9,Кирпичный,1,7399994.100000001
,65.0,Казань,6,0.0,0,3,9,Панельный,0,7299955.0
,65.0,Казань,2,9.0,0,3,9,Смешанные,0,7549945.0
косметический,65.9,Казань,3,7.5,1,3,9,Кирпичный,1,7499947.2
,64.4,Казань,3,8.0,0,3,9,Кирпичный,0,7149945.600000001
Косметический,68.7,Казань,8,9.8,1,3,9,Панельный,0,7299993.300000001
Требует ремонта,63.0,Казань,8,10.6,0,3,10,Блочный,1,7249977.0
,62.6,Казань,4,6.0,0,3,9,Кирпичный,0,7299973.8
Требует ремонта,67.4,Казань,4,9.7,0,3,10,Панельный,1,7499935.000000001
,67.4,Казань,4,9.7,1,3,10,Панельный,0,7499935.000000001
,73.4,Казань,7,8.2,1,4,9,Кирпичный,0,7299997.000000001
,57.0,Казань,2,7.0,0,3,9,Блочный,0,7069995.0
Косметический,65.8,Казань,5,8.6,0,3,9,Иные,1,7499949.8
,53.2,Казань,7,7.5,1,3,9,Панельный,0,7049000.0
косметический,62.7,Казань,8,8.0,0,3,9,Панельный,1,7139962.5
,62.7,Казань,8,8.0,1,3,9,Блочный,0,7089990.600000001
Дизайнерский,55.4,Казань,3,6.2,1,3,5,Кирпичный,0,7199950.2
,59.7,Казань,8,7.1,1,3,9,Кирпичный,0,7399994.100000001
,60.0,Казань,4,0.0,0,3,5,Панельный,0,7399980.0
,62.8,Казань,4,7.0,1,3,5,Блочный,0,7489967.6
Косметический,62.9,Казань,1,7.2,2,3,9,Смешанные,0,7499944.399999999
,75.5,Казань,2,8.0,2,3,4,Кирпичный,0,6999982.5
Дизайнерский,64.5,Казань,2,6.0,0,3,3,Кирпичный,0,6899952.0
Косметический,60.0,Казань,5,0.0,1,3,5,Иные,0,6990000.0
косметический,67.0,Казань,1,7.0,2,3,9,Панельный,1,7499980.0
,62.9,Казань,3,7.3,1,3,3,Кирпичный,0,6849998.7
Требуется,71.1,Казань,4,12.0,0,3,5,Кирпичный,0,6999937.199999999
,69.1,Казань,2,14.0,0,3,3,Кирпичный,0,6839932.6
,76.0,Казань,9,9.4,0,3,10,Панельный,0,7499984.0
Косметический,60.1,Казань,3,7.0,0,3,5,Панельный,0,6549998.5
косметический,63.3,Казань,10,7.6,1,3,10,Панельный,1,7499973.899999999
,64.9,Казань,10,12.0,1,3,10,Панельный,0,7499973.800000001
,66.0,Казань,8,8.0,1,3,9,Панельный,0,7349958.0
Без ремонта,65.4,Казань,7,10.0,1,3,9,Панельный,1,7489935.000000001
косметический,67.8,Казань,9,10.5,1,2,9,Кирпичный,1,7519969.199999999
Косметический,63.6,Казань,3,8.0,1,3,9,Кирпичный,1,7489981.2
Косметический,66.4,Казань,9,0.0,1,3,10,Панельный,1,7299949.600000001
Косметический,67.9,Казань,6,7.7,0,3,9,Иные,0,7499962.4
,66.0,Казань,2,8.0,0,3,9,Панельный,1,7599966.0
косметический,64.0,Казань,9,8.0,0,3,9,Панельный,1,7289984.0
косметический,67.9,Казань,3,9.8,0,3,9,Панельный,1,7449988.000000001
,67.8,Казань,8,7.4,1,3,9,Панельный,0,7648992.6
Косметический,65.8,Казань,9,8.6,1,3,10,Кирпичный,0,7748937.0
,68.5,Казань,9,10.0,0,3,9,Кирпичный,1,7799958.0
,50.0,Казань,19,16.0,1,2,24,Монолитный,0,7800000.0
