renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
Косметический,23.35,Санкт-Петербург,2,0.0,0,0,17,Монолитный,2,3699994.3000000003
Без ремонта,21.61,Санкт-Петербург,2,0.0,0,0,14,Кирпичный,2,3611981.84
Косметический,30.18,Санкт-Петербург,5,0.0,0,0,17,Монолитный,2,3449996.52
,16.6,Санкт-Петербург,3,0.0,0,0,14,Кирпично-монолитный,1,4409989.2
Требует ремонта,22.0,Санкт-Петербург,2,2.0,1,0,13,Монолитный,1,4400000.0
,22.07,Санкт-Петербург,2,5.0,0,0,18,Кирпично-монолитный,2,3699991.36
Хороший,19.6,Санкт-Петербург,1,4.0,0,0,9,Панельный,1,3599990.8000000003
косметический,20.0,Санкт-Петербург,1,5.1,0,0,5,Кирпичный,0,3590000.0
,24.5,Санкт-Петербург,2,0.0,0,0,14,Монолитно-кирпичный,0,4424994.0
Дизайнерский,20.0,Санкт-Петербург,1,0.0,0,0,9,Панельный,1,3700000.0
,20.25,Санкт-Петербург,3,0.0,0,0,13,Монолитный,0,4543998.75
Хороший,19.0,Санкт-Петербург,6,0.0,1,0,10,Кирпичный,1,4349993.0
,22.8,Санкт-Петербург,6,0.0,0,0,18,Монолитный,0,4998991.2
Косметический,20.0,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,0,3400000.0
Дизайнерский,18.0,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,1,3489984.0
косметический,25.0,Санкт-Петербург,7,0.0,0,0,18,Монолитный,1,4950000.0
,12.0,Санкт-Петербург,1,3.0,0,0,4,Кирпичный,0,3199992.0
,22.0,Санкт-Петербург,5,3.0,0,0,14,Панельный,1,4449984.0
Дизайнерский,11.0,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,3449996.0
,20.5,Санкт-Петербург,5,5.5,0,0,14,Монолитный,0,4949991.5
,22.0,Санкт-Петербург,5,6.0,0,0,16,Панельный,1,4400000.0
,13.5,Санкт-Петербург,1,1.0,0,0,3,Кирпичный,0,3099991.5
,24.9,Санкт-Петербург,5,1.0,0,0,11,Кирпично-монолитный,1,4792976.1
,20.5,Санкт-Петербург,2,3.0,0,0,15,Кирпичный,1,4249998.5
Дизайнерский,13.5,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,3119998.5
Дизайнерский,12.0,Санкт-Петербург,1,2.0,0,0,3,Кирпичный,0,2889996.0
,20.5,Санкт-Петербург,5,7.0,0,0,14,Панельный,1,4850997.0
Косметический,24.73,Санкт-Петербург,5,0.0,1,0,12,Монолитный,2,4799994.08
,11.7,Санкт-Петербург,1,1.0,0,0,3,Кирпичный,0,2808000.0
,25.0,Санкт-Петербург,7,0.0,0,0,12,Монолитный,0,4650000.0
Дизайнерский,12.0,Санкт-Петербург,1,3.0,0,0,3,Кирпичный,0,2799996.0
косметический,24.77,Санкт-Петербург,6,5.0,0,0,12,Монолитный,1,4699983.65
Дизайнерский,17.0,Санкт-Петербург,1,0.0,0,0,5,Кирпичный,1,4250000.0
Косметический,24.0,Санкт-Петербург,8,0.0,1,0,13,Монолитный,1,4500000.0
,14.0,Санкт-Петербург,1,6.0,0,0,3,Кирпичный,0,3150000.0
Косметический,24.7,Санкт-Петербург,9,0.0,1,0,13,Иные,1,4649997.3
Дизайнерский,17.6,Санкт-Петербург,1,2.5,0,0,5,Железобетон,0,4249995.2
,22.3,Санкт-Петербург,3,0.0,0,0,18,Кирпичный,0,5099987.7
,26.5,Санкт-Петербург,9,0.0,0,0,12,Монолитный,0,4499991.5
Косметический,28.0,Санкт-Петербург,2,3.0,0,0,21,Монолитный,1,5099976.0
,23.92,Санкт-Петербург,6,0.0,0,0,13,Панельный,1,4699992.96
,23.17,Санкт-Петербург,7,0.0,0,0,13,Панельный,1,4699988.16
,21.7,Санкт-Петербург,5,5.0,0,0,12,Кирпичный,0,4749999.8
косметический,24.0,Санкт-Петербург,11,5.0,0,0,12,Монолитный,1,4599984.0
,23.0,Санкт-Петербург,8,0.0,0,0,13,Монолитно-кирпичный,0,4561245.0
,25.3,Санкт-Петербург,7,0.0,0,0,13,Монолитный,0,4449991.7
,23.5,Санкт-Петербург,4,0.0,0,0,13,Монолитный,0,4700000.0
Косметический,24.0,Санкт-Петербург,12,0.0,1,0,12,Кирпично-монолитный,0,4200000.0
Косметический,25.0,Санкт-Петербург,6,0.0,1,0,13,Монолитно-кирпичный,1,4699975.0
,23.92,Санкт-Петербург,6,0.0,0,0,13,Монолитный,0,4599983.44
косметический,24.0,Санкт-Петербург,12,3.0,0,0,12,Кирпично-монолитный,1,4350000.0
Косметический,24.3,Санкт-Петербург,10,0.0,1,0,12,Монолитный,1,4489983.9
Косметический,24.5,Санкт-Петербург,10,4.0,1,0,12,Блочный,2,4499988.5
,20.1,Санкт-Петербург,2,5.0,0,0,14,Кирпичный,0,4829989.800000001
косметический,27.1,Санкт-Петербург,3,0.0,0,0,12,Кирпично-монолитный,1,5099976.100000001
Без ремонта,20.16,Санкт-Петербург,2,0.0,1,0,15,Монолитный,1,5149992.96
косметический,23.0,Санкт-Петербург,5,5.0,1,0,12,Монолитный,1,5199978.0
,23.5,Санкт-Петербург,3,4.0,0,0,13,Монолитный,1,4999977.5
,23.29,Санкт-Петербург,2,5.0,1,0,13,Кирпично-монолитный,1,4699991.87
,24.7,Санкт-Петербург,2,6.7,0,0,13,Панельный,1,5149999.399999999
,21.4,Санкт-Петербург,3,6.0,0,0,14,Кирпично-монолитный,1,5099983.8
,24.1,Санкт-Петербург,1,3.0,0,0,16,Монолитный,0,4889986.4
С отделкой,24.3,Санкт-Петербург,2,0.0,0,0,12,Кирпичный,1,4999992.3
Отсутствует,24.05,Санкт-Петербург,3,5.0,0,0,13,Монолитный,1,4499995.5
Без ремонта,23.3,Санкт-Петербург,1,0.0,1,0,13,Монолитный,2,4549977.4
Под чистовой ремонт,22.0,Санкт-Петербург,3,0.0,0,0,13,Монолитный,1,5083980.0
косметический,25.2,Санкт-Петербург,3,0.0,1,0,12,Монолитный,1,5149998.0
,23.9,Санкт-Петербург,1,5.0,0,0,13,Монолитный,0,4899978.0
Косметический,28.22,Санкт-Петербург,4,0.0,0,0,13,Монолитно-кирпичный,2,5099974.84
Косметический,24.0,Санкт-Петербург,2,0.0,1,0,13,Монолитный,2,4500000.0
,24.6,Санкт-Петербург,4,0.0,0,0,13,Монолитный,0,4899975.600000001
,24.1,Санкт-Петербург,3,0.0,1,0,12,Монолитный,2,4999978.800000001
,24.1,Санкт-Петербург,2,2.0,0,0,12,Кирпично-монолитный,0,4699982.0
Отсутствует,27.8,Санкт-Петербург,5,5.42,0,0,13,Кирпично-монолитный,1,4899972.4
,22.7,Санкт-Петербург,3,1.0,0,0,13,Монолитный,1,4409997.1
,24.75,Санкт-Петербург,5,6.0,0,0,13,Монолитный,1,5049990.0
Требует ремонта,24.8,Санкт-Петербург,5,0.0,0,0,13,Монолитный,1,4899984.0
Под чистовой ремонт,26.16,Санкт-Петербург,2,1.0,0,0,13,Панельный,0,4799993.76
Требует ремонта,26.16,Санкт-Петербург,2,0.0,0,0,13,Кирпично-монолитный,0,4949995.2
Без ремонта,22.5,Санкт-Петербург,4,5.0,1,0,13,Монолитный,2,4799992.5
,22.19,Санкт-Петербург,3,6.0,1,0,13,Кирпично-монолитный,1,4689989.640000001
,27.07,Санкт-Петербург,3,0.0,0,0,13,Кирпично-монолитный,1,4779993.53
,26.01,Санкт-Петербург,7,3.0,0,0,14,Кирпично-монолитный,0,4999980.33
,29.0,Санкт-Петербург,6,0.0,0,0,13,Кирпично-монолитный,1,4899985.0
Косметический,20.3,Санкт-Петербург,3,0.0,1,0,13,Монолитный,1,4749997.0
,24.1,Санкт-Петербург,1,3.0,1,0,18,Монолитный,1,4899987.9
,32.12,Санкт-Петербург,8,4.0,0,0,13,Кирпично-монолитный,1,4899970.239999999
Требует ремонта,25.0,Санкт-Петербург,7,5.0,0,0,13,Монолитный,1,4750000.0
,25.1,Санкт-Петербург,8,0.0,0,0,13,Монолитный,0,4899996.9
,24.23,Санкт-Петербург,6,0.0,0,0,17,Монолитный,0,5399994.72
,22.55,Санкт-Петербург,6,0.0,0,0,19,Монолитный,0,4641985.15
,25.0,Санкт-Петербург,9,0.0,0,0,13,Монолитный,0,4900000.0
,24.7,Санкт-Петербург,6,0.0,0,0,15,Монолитно-кирпичный,1,5199992.2
,24.6,Санкт-Петербург,5,5.0,0,0,16,Монолитный,0,5399995.2
Косметический,26.0,Санкт-Петербург,8,0.0,1,0,16,Монолитный,3,5200000.0
,21.2,Санкт-Петербург,10,3.0,0,0,13,Кирпично-монолитный,0,4849987.6
,25.72,Санкт-Петербург,4,0.0,1,0,16,Монолитный,1,5349991.4799999995
,25.37,Санкт-Петербург,6,0.0,0,0,12,Монолитно-кирпичный,0,5699979.38
,19.97,Санкт-Петербург,6,4.0,0,0,15,Монолитный,0,5449992.7299999995
Без ремонта,22.0,Санкт-Петербург,10,5.0,1,0,13,Монолитный,2,4699992.0
косметический,25.9,Санкт-Петербург,8,0.0,0,0,13,Монолитный,1,4974354.0
Требует ремонта,22.89,Санкт-Петербург,11,0.0,0,0,13,Кирпично-монолитный,0,4744982.55
,24.0,Санкт-Петербург,7,0.0,0,0,12,Монолитный,1,5700000.0
Требует ремонта,24.2,Санкт-Петербург,9,5.0,0,0,13,Монолитный,1,4699978.8
,23.43,Санкт-Петербург,5,0.0,1,0,18,Монолитный,1,5389977.78
С отделкой,22.77,Санкт-Петербург,11,0.0,1,0,13,Кирпично-монолитный,1,4579980.57
,25.1,Санкт-Петербург,11,0.0,0,0,14,Монолитный,0,4649975.8
,23.0,Санкт-Петербург,12,5.0,0,0,13,Панельный,1,4749983.0
Отсутствует,20.07,Санкт-Петербург,8,3.0,0,0,13,Кирпично-монолитный,1,4509989.91
,25.0,Санкт-Петербург,10,9.0,0,0,14,Монолитно-кирпичный,0,4400000.0
Отсутствует,21.2,Санкт-Петербург,12,3.0,0,0,13,Монолитный,1,4499996.8
,22.08,Санкт-Петербург,11,6.0,0,0,13,Кирпично-монолитный,0,4689990.72
Дизайнерский,23.8,Санкт-Петербург,4,0.0,0,0,20,Кирпично-монолитный,1,5399982.0
косметический,24.2,Санкт-Петербург,6,5.0,0,0,19,Монолитный,1,5199999.2
Косметический,25.6,Санкт-Петербург,7,4.0,1,0,22,Монолитный,3,5200000.0
Косметический,24.0,Санкт-Петербург,7,0.0,1,0,18,Монолитный,1,5100000.0
Требует ремонта,19.3,Санкт-Петербург,11,0.0,0,0,13,Панельный,1,4449981.7
,29.0,Санкт-Петербург,3,2.0,0,0,20,Кирпично-монолитный,1,5249986.0
Без ремонта,22.0,Санкт-Петербург,13,0.0,1,0,13,Монолитный,2,4499990.0
Требует ремонта,24.6,Санкт-Петербург,10,0.0,1,0,13,Монолитный,1,4249994.4
Без ремонта,22.3,Санкт-Петербург,12,5.0,1,0,13,Монолитный,2,4329991.0
,22.0,Санкт-Петербург,7,5.4,0,0,25,Кирпичный,3,4999984.0
Отсутствует,22.1,Санкт-Петербург,13,3.0,0,0,13,Монолитный,1,4399999.5
Косметический,24.0,Санкт-Петербург,10,0.0,1,0,21,Монолитный,1,4999992.0
Косметический,21.0,Санкт-Петербург,3,1.0,1,0,19,Монолитный,3,5199999.0
Без ремонта,23.0,Санкт-Петербург,9,0.0,1,0,13,Кирпичный,2,4499996.0
Отсутствует,21.3,Санкт-Петербург,4,0.0,0,0,18,Кирпично-монолитный,2,5199990.3
Дизайнерский,19.3,Санкт-Петербург,3,4.0,0,0,22,Кирпично-монолитный,1,5199999.0
,21.3,Санкт-Петербург,12,4.0,1,0,18,Монолитный,1,4999983.3
Косметический,26.3,Санкт-Петербург,12,2.0,1,0,19,Монолитный,2,4899979.3
,23.8,Санкт-Петербург,11,0.0,0,0,21,Монолитный,1,4949995.4
,24.6,Санкт-Петербург,4,0.0,0,0,21,Монолитный,1,5199997.2
Без ремонта,22.6,Санкт-Петербург,12,0.0,1,0,21,Кирпичный,2,4999978.800000001
Без ремонта,23.6,Санкт-Петербург,2,0.0,1,0,20,Панельный,0,5099983.600000001
,22.2,Санкт-Петербург,2,5.0,0,0,20,Панельный,0,5149978.2
,23.92,Санкт-Петербург,10,3.0,0,0,14,Кирпично-монолитный,0,4809977.12
Косметический,25.4,Санкт-Петербург,1,0.0,0,0,21,Панельный,1,5089982.199999999
косметический,26.1,Санкт-Петербург,1,3.0,0,0,18,Кирпично-монолитный,1,4949995.5
,25.0,Санкт-Петербург,3,5.0,0,0,21,Монолитный,0,4890000.0
,25.93,Санкт-Петербург,10,0.0,0,0,12,Кирпичный,0,4919984.13
С отделкой,24.15,Санкт-Петербург,12,0.0,0,0,12,Монолитный,1,4889988.6
Косметический,22.95,Санкт-Петербург,3,4.5,1,0,19,Панельный,2,4999978.8
,24.57,Санкт-Петербург,12,0.0,0,0,12,Кирпичный,0,4889995.11
